country,survey,year,category,sex,wealth,region,location,comp_higher_2529,comp_lowsec,comp_lowsec_1524,comp_prim,comp_prim_1524,comp_upsec,comp_upsec_2029,edu0_prim,edu_out_lowsec,edu_out_pry,edu_out_upsec,eduyears_2024,comp_higher_2529_no,comp_lowsec_no,comp_lowsec_1524_no,comp_prim_no,comp_prim_1524_no,comp_upsec_no,comp_upsec_2029_no,edu0_prim_no,edu_out_lowsec_no,edu_out_pry_no,edu_out_upsec_no,eduyears_2024_no,source,eracy_1524_no,_noliteracy_1524,ethnicity,literacy_1524,literacy_1524_no,v2,keep
Canada,LIS,2015,Region,,,Prince Edward Island,,.6228898067669459,,,,,.9868802819578718,.9746180219166349,.861319543115977,,,.0222148468004198,12.93409113984064,83,0,0,0,0,71,154,29,0,0,30,71,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Region,,,Quebec,,.7343541237659053,,,,,.8631403527219457,.8933004531623018,.4983302273101108,,,.0438030973509343,12.66823736401403,548,0,0,0,0,547,1095,216,0,0,224,547,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Region,,,Saskatchewan,,.614289937842158,,,,,.8516063446490995,.8958187654108751,.7432830495375334,,,.064874335554112,12.00297808156724,297,0,0,0,0,249,546,122,0,0,123,249,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex,female,,,,.7696622099348525,,,,,.9153885533641896,.9428493630327096,.6959777582631724,,,.0419158246228775,12.75587064548425,1652,0,0,0,0,1496,3148,701,0,0,725,1496,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex,male,,,,.6752111862004896,,,,,.903702733066408,.9177381982243675,.7205172561220183,,,.0542049368326833,12.38406522524706,1551,0,0,0,0,1567,3118,680,0,0,696,1567,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Location,female,,,Rural,.6718260610877286,,,,,.8772325220875687,.9037482689888013,.7256209239835512,,,.0055224615869209,12.10325507289134,211,0,0,0,0,163,374,106,0,0,109,163,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Location,female,,,Urban,.7765474904026216,,,,,.9182946196770557,.9457061902157576,.6927265040215681,,,.0458493281641561,12.80557560869216,1441,0,0,0,0,1333,2774,595,0,0,616,1333,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Location,male,,,Rural,.5378697094591403,,,,,.8449893522933601,.8754323583183835,.6670789723017718,,,.085754708935838,12.14339869072875,163,0,0,0,0,211,374,126,0,0,129,211,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Location,male,,,Urban,.6841026755850828,,,,,.9094595992634027,.9211721978523195,.7275692442389897,,,.0501730400408091,12.40766265770751,1388,0,0,0,0,1356,2744,554,0,0,567,1356,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Alberta,,.7433123763851948,,,,,.9163444796382975,.9607417694700179,.6540550101397598,,,.0379821534980174,12.63035573794625,220,0,0,0,0,135,355,71,0,0,75,135,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,British Columbia,,.7317423080329751,,,,,.9034210263517813,.9535376989497946,.7037019012895885,,,.0632896891906425,12.12640342928438,169,0,0,0,0,175,344,87,0,0,88,175,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Manitoba,,.636226868043498,,,,,.8751657895675278,.9077850780459085,.8223983126620871,,,.1123204434953464,12.0764255789538,167,0,0,0,0,171,338,63,0,0,64,171,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,New Brunswick,,.7419808288641789,,,,,.9273296174009537,.9637538346372136,.715082316979733,,,.0737302760609563,12.86231183801548,64,0,0,0,0,64,128,32,0,0,32,64,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Newfoundland and Labrador,,.637972620106336,,,,,.9268082613549827,.9386997492288687,.8903326590689685,,,0,12.84505489413097,59,0,0,0,0,50,109,26,0,0,28,50,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Nova Scotia,,.7653383666835851,,,,,.9236824573197457,.9455034543622546,.7568635449334726,,,.0448693582577132,12.5953780937374,69,0,0,0,0,62,131,35,0,0,38,62,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Ontario,,.7928326077677711,,,,,.9367274828066985,.9469600869680627,.8058100976853501,,,.0296457650498196,12.93949283054508,421,0,0,0,0,420,841,192,0,0,197,420,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Prince Edward Island,,.7582415239670062,,,,,1,1,.8023727303684506,,,.0562552143153768,12.98387773211355,49,0,0,0,0,33,82,12,0,0,13,33,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Quebec,,.8095769233550094,,,,,.8917676791815242,.9262658471647803,.4494007091253558,,,.038627803193856,12.94008991448406,281,0,0,0,0,261,542,113,0,0,120,261,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,female,,Saskatchewan,,.6793394336572998,,,,,.8638834841348201,.9170650893045263,.7057701255207018,,,.0417974434307127,12.43688270652742,153,0,0,0,0,125,278,70,0,0,70,125,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Alberta,,.7506441680517637,,,,,.8993174465108357,.9329135368683606,.6394513589293946,,,.1028748244758013,12.15440337816511,201,0,0,0,0,151,352,75,0,0,76,151,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,British Columbia,,.6758013936466174,,,,,.909621337962762,.9252786456791386,.8201486593627713,,,.033449638777573,12.21837826326856,159,0,0,0,0,167,326,67,0,0,68,167,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Manitoba,,.5360062916932645,,,,,.8595646231360203,.8888198275830658,.8055768803942341,,,.0352042961331136,11.85441610391683,157,0,0,0,0,166,323,78,0,0,78,166,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,New Brunswick,,.5180838722743959,,,,,.9350392199230838,.9281880628191082,.7350477677369477,,,.0150748823703722,12.1639300201455,47,0,0,0,0,62,109,45,0,0,47,62,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Newfoundland and Labrador,,.6593851263597873,,,,,.9531677495214645,.9618441449874252,.6008147935170681,,,0,12.9231946065684,65,0,0,0,0,64,129,16,0,0,19,64,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Nova Scotia,,.5777431129260129,,,,,.9632124546622968,.9492911293257937,.7289477923504534,,,.0190404137891004,12.37650330945725,76,0,0,0,0,72,148,46,0,0,47,72,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Ontario,,.691726691558803,,,,,.9415855727438797,.9450287101436288,.7795959042786035,,,.0513331662443418,12.58171228196019,401,0,0,0,0,437,838,181,0,0,187,437,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Prince Edward Island,,.4574415653480862,,,,,.9764011913323515,.949919960813443,.8981628792583813,,,0,12.89432517759294,34,0,0,0,0,38,72,17,0,0,17,38,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Quebec,,.6629551157790625,,,,,.8348251702711825,.8613742585920198,.5477497492807671,,,.0494408481459683,12.39934901437604,267,0,0,0,0,286,553,103,0,0,104,286,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region,male,,Saskatchewan,,.5564923276365836,,,,,.8415215773523725,.8776326760275091,.7844999363832866,,,.0895163772509826,11.64655733903301,144,0,0,0,0,124,268,52,0,0,53,124,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Alberta,Rural,.4877121878940957,,,,,.7111674503542453,.8717459214610804,.9068108746029255,,,0,10.63537547705985,41,0,0,0,0,25,66,12,0,0,12,25,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Alberta,Urban,.7676129583302359,,,,,.9439195870980657,.9703877201030904,.6363914071231486,,,.0404106542454271,12.89847442192378,179,0,0,0,0,110,289,59,0,0,63,110,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,British Columbia,Urban,.7317423080329751,,,,,.9034210263517813,.9535376989497946,.7037019012895885,,,.0632896891906425,12.12640342928438,169,0,0,0,0,175,344,87,0,0,88,175,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Manitoba,Rural,.5222425053560452,,,,,.7509127906129877,.8876585149911392,.817468818150703,,,0,11.14482671334267,28,0,0,0,0,17,45,8,0,0,8,17,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Manitoba,Urban,.6588093101703881,,,,,.8871599268594221,.9106586903256245,.8230340863805944,,,.1264033209925267,12.16635278223362,139,0,0,0,0,154,293,55,0,0,56,154,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,New Brunswick,Rural,.7261000703335532,,,,,1,1,.6899024176041579,,,0,13.34762365157987,11,0,0,0,0,19,30,9,0,0,9,19,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,New Brunswick,Urban,.7440190705443054,,,,,.9058726914674859,.9562924243029514,.7220414107259393,,,.0941074783439635,12.71901687704435,53,0,0,0,0,45,98,23,0,0,23,45,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Newfoundland and Labrador,Rural,.5936970967282196,,,,,.8235738004299448,.9072233323027998,.9176495715194758,,,0,11.87361608152265,19,0,0,0,0,9,28,10,0,0,10,9,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Newfoundland and Labrador,Urban,.6538272724628063,,,,,.9442071635855591,.9469315002759668,.8793448598782375,,,0,13.00877899141504,40,0,0,0,0,41,81,16,0,0,18,41,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Nova Scotia,Rural,.7053007214271957,,,,,.8840710694250445,.9477327823258387,.5944243029433878,,,0,11.77205110165243,16,0,0,0,0,12,28,5,0,0,6,12,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Nova Scotia,Urban,.7801279469296991,,,,,.9299221154525218,.9450655934068616,.7831068976738131,,,.0525502067946537,12.72507006453513,53,0,0,0,0,50,103,30,0,0,32,50,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Ontario,Rural,.7143000796983784,,,,,.9793496077448588,.9271054473870233,.679680621905697,,,.0156301895186697,12.54847752184605,28,0,0,0,0,29,57,25,0,0,26,29,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Ontario,Urban,.795744706861932,,,,,.9344293663719201,.9478567087708218,.8186968014746474,,,.0310863226403046,12.96057574718697,393,0,0,0,0,391,784,167,0,0,171,391,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Prince Edward Island,Urban,.7582415239670062,,,,,1,1,.8023727303684506,,,.0562552143153768,12.98387773211355,49,0,0,0,0,33,82,12,0,0,13,33,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Quebec,Rural,.8091170304108252,,,,,.8508020423248922,.8836171476748025,.6315042668218309,,,0,12.23772983770503,44,0,0,0,0,41,85,19,0,0,20,41,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Quebec,Urban,.8096285525396905,,,,,.8964079214332763,.931074962643429,.4160983019200296,,,.0454739202667041,13.01964734735444,237,0,0,0,0,220,457,94,0,0,100,220,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Saskatchewan,Rural,.530647127049792,,,,,.8857654001757643,.905042174623535,1,,,0,12.68940741737432,24,0,0,0,0,11,35,18,0,0,18,11,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,female,,Saskatchewan,Urban,.7057633459907016,,,,,.8624697436942096,.9185342436125409,.6093801467431673,,,.0554903245236727,12.42056766376289,129,0,0,0,0,114,243,52,0,0,52,114,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Alberta,Rural,.4837454962411075,,,,,.6811605763433656,.8400485569496803,.7132970772750373,,,.0314546001473568,10.62706129379786,30,0,0,0,0,26,56,21,0,0,21,26,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Alberta,Urban,.7762920916062558,,,,,.9185543748613464,.9414990548556876,.6266357233582625,,,.1145580039240347,12.28908339177704,171,0,0,0,0,125,296,54,0,0,55,125,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,British Columbia,Urban,.6758013936466174,,,,,.909621337962762,.9252786456791386,.8201486593627713,,,.033449638777573,12.21837826326856,159,0,0,0,0,167,326,67,0,0,68,167,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Manitoba,Rural,.5152859765917657,,,,,.7160602361594637,.8273929069426453,1,,,0,11.11829106411022,23,0,0,0,0,20,43,9,0,0,9,20,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Manitoba,Urban,.5395093130644391,,,,,.8792768918533495,.898113082186852,.7823709501911847,,,.0394062060735006,11.95553283560667,134,0,0,0,0,146,280,69,0,0,69,146,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,New Brunswick,Rural,.5134024155505623,,,,,.8753129858779884,.9130620655897017,.6499961931744572,,,0,11.78799160026209,10,0,0,0,0,22,32,16,0,0,17,22,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,New Brunswick,Urban,.5189070798673602,,,,,.9577248606799313,.9324400447436696,.7705927248515988,,,.0214894263521647,12.30672161041608,37,0,0,0,0,40,77,29,0,0,30,40,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Newfoundland and Labrador,Rural,.4455110784244342,,,,,.7560098584148588,.8080760605361963,.6823179614226702,,,0,11.45604637737693,15,0,0,0,0,16,31,7,0,0,8,16,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Newfoundland and Labrador,Urban,.7149269536940333,,,,,1,1,.547064628611583,,,0,13.27169627177176,50,0,0,0,0,48,98,9,0,0,11,48,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Nova Scotia,Rural,.3083473099218398,,,,,.9206744231042878,.9529020552746343,.8177664921921435,,,0,12.70117974363132,11,0,0,0,0,14,25,17,0,0,17,14,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Nova Scotia,Urban,.6175033641835619,,,,,.9703664540286286,.9487164186523779,.6856954485253334,,,.0280962924378148,12.32189958381995,65,0,0,0,0,58,123,29,0,0,30,58,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Ontario,Rural,.3703214358480902,,,,,.9656209697580566,.9405018578398444,.6428997423721406,,,.0875573137505666,12.68271493064748,26,0,0,0,0,39,65,18,0,0,19,39,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Ontario,Urban,.704502291714948,,,,,.9398764314763856,.9452808908085013,.7896803513332649,,,.0487648732452691,12.57453005006712,375,0,0,0,0,398,773,163,0,0,168,398,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Prince Edward Island,Urban,.4574415653480862,,,,,.9764011913323515,.949919960813443,.8981628792583813,,,0,12.89432517759294,34,0,0,0,0,38,72,17,0,0,17,38,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Quebec,Rural,.7442810186118037,,,,,.8076925861740308,.8385081685215463,.538408244562708,,,.1495886210718341,12.44503073375521,34,0,0,0,0,53,87,25,0,0,25,53,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Quebec,Urban,.6554266681076804,,,,,.8394691615427174,.8643288709142577,.5500408816724046,,,.025691049898022,12.39153016802857,233,0,0,0,0,233,466,78,0,0,79,233,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Saskatchewan,Rural,.5239619263913816,,,,,.7946269660691682,.8645341717257693,.8533269849675487,,,.2267194473606219,11.05666322734237,14,0,0,0,0,21,35,13,0,0,13,21,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Region Location,male,,Saskatchewan,Urban,.5588732463136201,,,,,.8491689644873048,.8791390223748754,.7613750512879145,,,.0451347714355795,11.74275493012662,130,0,0,0,0,103,233,39,0,0,40,103,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Wealth,female,Quintile 1,,,.604631963162217,,,,,.8815619561711391,.8921197769284229,.7238090557090795,,,.0452514324056954,12.54089341658035,322,0,0,0,0,364,686,103,0,0,112,364,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
Canada,LIS,2015,Sex Wealth,female,Quintile 2,,,.7211625939137046,,,,,.9350877062228466,.9475764106086646,.7439904585549395,,,.0573321374044565,12.83546240812105,331,0,0,0,0,291,622,145,0,0,150,291,C:\Users\taiku\Documents\GEM UNESCO MBR\Datasets to update WIDE\LIS/Canada/indicators_LIS_Canada.dta,,,,,,,
