iso_code3,country,survey,year,category,Sex,Location,Wealth,Region,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduyears_2024_m,preschool_1ybefore_m,preschool_3_m,eduout_upsec_m,att_higher_1824_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduyears_2024_no,preschool_1ybefore_no,preschool_3_no,eduout_upsec_no,att_higher_1824_no,comp_lowsec_2024_no,comp_upsec_2024_no,comp_lowsec_2024,comp_upsec_2024,prim_age0,lowsec_age0,upsec_age0,prim_age1,lowsec_age1,upsec_age1,prim_dur,lowsec_dur,upsec_dur,higher_dur,flag_lfs
AUT,Austria,EU-SILC,2015,Sex & Wealth,Male,,Quintile 2,,,1,.80982059,1,1,.86274946,.26456767,0,0,11.644437,.97142923,.60785764,.031827901,.64105141,0,46,49,142,142,135,55,55,86,80,25,42,27,299,80,80,1,.84769547,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 4,Suedoesterreich,,1,.90967697,1,1,.93786842,.44287673,0,0,11.900997,1,.6557681,0,.72574323,0,15,9,40,40,47,28,28,29,19,3,6,9,142,19,19,1,.91511577,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth,Female,,Quintile 3,,,1,.92079377,1,1,.94319516,.52093762,0,0,12.318617,1,.71675384,.040365569,.77384073,0,40,41,123,123,130,68,68,81,62,16,26,29,317,62,62,1,.94725287,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 1,Suedoesterreich,,1,.50614113,1,1,.77564788,.084396981,0,0,10.647182,.91539085,.48899433,0,.52977288,0,9,11,29,29,30,13,13,10,17,7,4,6,46,17,17,1,.62265551,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth,Male,,Quintile 1,,,.99007338,.80416024,1,.99730152,.83321428,.2876353,0,0,11.52349,.93002158,.69344217,.33108243,.62837481,0,47,63,154,154,150,58,58,60,92,17,36,27,297,92,92,1,.81646496,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth,,,Quintile 2,,,1,.76132065,1,1,.81034267,.25143415,0,0,11.435395,.97995228,.70895356,.094965495,.66180217,0,99,83,265,265,281,139,139,191,142,34,85,64,539,142,142,1,.78673816,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 5,Westoesterreich,,1,.82497048,1,.91299683,.87320703,.39614528,0,0,10.988567,1,.81504023,0,.76431137,0,8,16,43,43,47,20,20,19,27,1,6,6,225,27,27,.87741119,.85438955,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 4,Suedoesterreich,,1,1,1,1,.89952791,.53305453,0,0,11.755972,1,.5213843,0,.79197752,0,7,1,14,14,18,13,13,17,5,1,2,3,63,5,5,1,.86551833,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Region,,,,Westoesterreich,,1,.83488607,1,.99090773,.87566447,.31779215,0,0,11.640646,.98877871,.66990751,.067024551,.69853115,0,157,167,492,492,522,257,257,296,265,51,121,97,1338,265,265,.98418868,.86399126,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 3,Suedoesterreich,,1,.81433356,1,1,.89369905,.22055323,0,0,11.601511,1,1,0,.69683176,0,10,9,24,24,32,19,19,15,13,4,2,8,59,13,13,1,.88230044,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Total,,,,,,.99862516,.84288996,1,.99598539,.86918718,.3614485,0,0,11.705094,.98584425,.71738935,.093120463,.75291145,0,368,438,1224,1224,1384,678,678,767,706,127,257,235,3844,706,706,.99399787,.85844278,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 5,Suedoesterreich,,1,1,1,1,.62500501,.17480701,0,0,12.198762,,,0,.94752049,0,1,3,5,5,13,9,9,7,4,0,0,1,74,4,4,1,1,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth,Female,,Quintile 5,,,1,.90150166,1,1,.87632084,.51400214,0,0,11.969769,1,.94892448,0,.92082554,0,18,22,60,60,90,55,55,62,35,6,13,14,511,35,35,1,.89359963,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 3,Westoesterreich,,1,.90917367,1,1,.97685677,.34959301,0,0,12.297769,1,.55045408,0,.75405204,0,18,13,52,52,51,28,28,29,23,7,17,15,110,23,23,1,.95158565,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 2,Westoesterreich,,1,.71346307,1,1,.70675009,.26590726,0,0,10.797866,1,.78675288,0,.53059971,0,24,13,53,53,54,28,28,51,26,6,17,13,84,26,26,1,.63268644,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Wealth,,Thinly populated area,Quintile 5,,,1,.94058311,1,1,.94573385,.48591945,0,0,12.115996,1,.9208768,0,.82024497,0,14,30,77,77,103,54,54,42,49,2,9,12,365,49,49,1,.9493565,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 2,Ostoesterreich,,1,.72202945,1,1,.8431983,.31730759,0,0,11.470479,1,.83335811,.18988082,.71652442,0,34,36,102,102,120,58,58,60,62,9,29,26,238,62,62,1,.78427511,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 5,Ostoesterreich,,1,1,1,1,.95496345,.77473968,0,0,12.130049,1,.91564828,0,.91883039,0,6,12,33,33,40,18,18,31,22,4,8,3,293,22,22,1,.92112094,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 1,Ostoesterreich,,.97474295,.80902267,1,.994573,.83118433,.42820993,0,0,11.522662,1,.82065177,.62996453,.64561629,0,18,31,72,72,75,28,28,31,47,5,15,9,152,47,47,1,.81563872,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex,Female,Thinly populated area,,,,1,.84200382,1,1,.89657509,.37030649,0,0,11.900938,1,.61699599,0,.74361342,0,77,79,237,237,270,142,142,154,128,22,54,56,572,128,128,1,.8733902,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Region,,,,Ostoesterreich,,.99647689,.85582262,1,.9991197,.87196428,.44051403,0,0,11.770003,1,.8055594,.15850586,.79938442,0,141,190,501,501,589,280,280,338,309,48,96,96,1830,309,309,1,.85579967,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 5,Westoesterreich,,1,.79952943,1,.94006366,.88593388,.46948454,0,0,11.158579,1,.90617585,0,.81892252,0,19,23,65,65,84,48,48,43,36,3,11,16,369,36,36,.90853524,.84667873,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 2,,,1,.80271453,1,1,.84303719,.26788607,0,0,11.500391,.93587178,.51352787,0,.67641723,0,25,30,76,76,78,33,33,54,45,11,17,16,183,45,45,1,.82614392,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Female,,Quintile 5,Westoesterreich,,1,.73481685,1,1,.90434378,.52347392,0,0,11.658193,1,1,0,.91129267,0,11,7,22,22,37,28,28,24,9,2,5,10,144,9,9,1,.82401878,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 1,Westoesterreich,,1,.81690627,1,1,.81759107,.13977823,0,0,11.683784,.9547227,.55275607,.20733567,.56790596,0,36,42,111,111,96,36,36,54,60,13,27,22,190,60,60,1,.86191076,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 4,Suedoesterreich,,1,.88755399,1,1,.95990324,.35863665,0,0,11.94623,1,.73332804,0,.67579931,0,8,8,26,26,29,15,15,12,14,2,4,6,79,14,14,1,.93058509,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 4,Westoesterreich,,1,.88568956,1,1,.9590826,.34466952,0,0,11.908631,1,.7948361,.21474722,.70264506,0,14,15,50,50,63,34,34,31,29,3,11,5,174,29,29,1,.94172525,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 2,Suedoesterreich,,1,.81474775,1,1,.81135744,.17654645,0,0,11.698254,.9142006,.61573988,0,.686948,0,21,12,52,52,56,33,33,36,23,9,18,13,104,23,23,1,.86252052,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,1,.84036821,1,1,.93610519,.27436784,0,0,11.806515,1,.9199667,.093550824,.68249601,0,22,20,66,66,81,44,44,34,37,4,11,11,196,37,37,1,.89345086,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 4,Ostoesterreich,,1,.87458032,1,1,.92842084,.32497412,0,0,11.864703,1,1,0,.79343539,0,11,18,46,46,65,37,37,37,28,5,6,4,220,28,28,1,.8899408,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 3,Ostoesterreich,,1,.93390006,1,1,.88025558,.48310906,0,0,11.791836,1,.83449531,.11031971,.7734409,0,33,32,92,92,102,54,54,64,48,12,14,21,288,48,48,1,.85924673,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex,Female,Intermediate or densely populated area,,,,1,.83000833,1,1,.82637244,.40390253,0,0,11.688886,1,.75696862,.12457615,.78388244,0,101,120,341,341,422,219,219,257,203,31,67,66,1178,203,203,1,.83964276,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex,Male,Thinly populated area,,,,1,.86347371,1,1,.91356653,.26371434,0,0,11.787714,.96811336,.76225352,.10915672,.67292976,0,90,96,288,288,293,136,136,138,157,35,57,55,757,157,157,1,.88883394,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,,.9913035,.80721635,1,.99809277,.80695772,.29112169,0,0,11.575601,1,.57893133,.2500324,.61316293,0,58,89,231,231,253,105,105,109,148,21,45,36,422,148,148,1,.83012611,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 3,Westoesterreich,,1,.85033309,1,1,.88637382,.12686411,0,0,11.756631,1,.78931242,0,.67900246,0,13,22,54,54,60,29,29,27,31,6,10,9,144,31,31,1,.87770498,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 1,Suedoesterreich,,1,.67399132,1,1,.78505307,.1311184,0,0,11.069085,.94250333,.48061797,0,.50413108,0,11,27,63,63,78,33,33,20,45,10,8,7,105,45,45,1,.7301212,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 1,,,1,.81842655,1,1,.79873163,.26498735,0,0,11.665345,1,.46719137,.10715983,.58592707,0,28,43,121,121,138,58,58,63,80,11,20,21,206,80,80,1,.85451633,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth,Female,,Quintile 1,,,1,.7531693,1,1,.77945572,.2187781,0,0,11.459108,1,.47347751,.080129288,.5757947,0,38,61,163,163,182,77,77,80,105,15,24,28,283,105,105,1,.80727321,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Region,Female,,,Suedoesterreich,,1,.87974542,1,1,.80650336,.26940396,0,0,11.774564,1,.62543297,0,.76057655,0,29,34,101,101,132,72,72,74,60,7,21,16,305,60,60,1,.85737181,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth,Male,,Quintile 4,,,1,.88117057,1,1,.94627523,.33865002,0,0,11.899215,1,.84839094,.067514554,.74085063,0,33,41,122,122,157,86,86,80,71,10,21,15,473,71,71,1,.91767502,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex,Male,,,,,.99737185,.84910899,1,.99266779,.88585448,.32557061,0,0,11.654361,.9754988,.72902423,.11843868,.73834264,0,190,239,646,646,692,317,317,356,375,74,136,113,2094,375,375,.98918617,.86337185,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 4,,,1,.92034233,1,1,.95826393,.41194093,0,0,12.01203,1,.77604753,0,.78235626,0,11,21,56,56,76,42,42,46,34,6,10,4,277,34,34,1,.94715559,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Region,Male,,,Suedoesterreich,,1,.7893818,1,1,.89629889,.30021328,0,0,11.609432,.93601543,.65745395,0,.70560592,0,41,47,130,130,141,69,69,59,72,21,19,26,371,72,72,1,.84990215,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,1,.83020169,1,.91886002,.87688124,.83720809,0,0,11.042726,1,.92403775,.056173302,.90402758,0,16,18,50,50,50,21,21,32,29,7,13,11,457,29,29,.86847287,.81591105,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Wealth & Region,,,Quintile 1,Ostoesterreich,,.98688561,.80210143,1,.99703419,.80775309,.36136818,0,0,11.556698,1,.65942222,.27468303,.65786821,0,38,55,143,143,158,66,66,66,92,9,25,26,285,92,92,1,.81652004,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 5,Suedoesterreich,,1,.90201253,1,1,.95541489,.71989995,0,0,12.164727,,1,,.85891205,0,4,10,19,19,22,10,10,7,12,0,2,0,124,12,12,1,.91564035,6,10,14,9,13,17,4,4,4,3,
AUT,Austria,EU-SILC,2015,Sex & Wealth & Region,Male,,Quintile 5,Ostoesterreich,,1,1,1,1,.94261158,.78486872,0,0,12.31332,1,1,.064172,.92719811,0,10,14,39,39,41,17,17,31,24,6,8,10,324,24,24,1,.96063608,6,10,14,9,13,17,4,4,4,3,
