survey,iso_code3,country,year,group,category,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m
DHS,ARM,Armenia,2010,poorest by sex,poorest female,100,99.62106323242188,93.39061737060547
DHS,ARM,Armenia,2010,poorest by sex,poorest male,99.06021118164063,95.90220642089844,81.52411651611328
DHS,ARM,Armenia,2010,sex,female,100,99.82344055175781,96.38765716552734
DHS,ARM,Armenia,2010,sex,male,99.76349639892578,98.4925537109375,88.62257385253906
DHS,ARM,Armenia,2010,total,total,99.87503814697266,99.28294372558594,93.12491607666016
DHS,ARM,Armenia,2010,wealth,quintile 1,99.48290252685547,98.32369995117188,88.20871734619141
DHS,ARM,Armenia,2010,wealth,quintile 2,100,98.75637054443359,88.70230102539063
DHS,ARM,Armenia,2010,wealth,quintile 3,100,99.33000183105469,91.95674133300781
DHS,ARM,Armenia,2010,wealth,quintile 4,100,100,98.51819610595703
DHS,ARM,Armenia,2010,wealth,quintile 5,100,100,99.06536102294922
DHS,ARM,Armenia,2016,location,rural,99.87110137939453,99.08905792236328,88.78632354736328
DHS,ARM,Armenia,2016,location,urban,99.07429504394531,99.76093292236328,97.41899108886719
DHS,ARM,Armenia,2016,poorest by sex,poorest female,100,100,86.52103424072266
DHS,ARM,Armenia,2016,poorest by sex,poorest male,98.71305847167969,98.13139343261719,82.46510314941406
DHS,ARM,Armenia,2016,sex,female,99.41120147705078,100,95.49388885498047
DHS,ARM,Armenia,2016,sex,male,99.39118957519531,98.88552093505859,91.65691375732422
DHS,ARM,Armenia,2016,total,total,99.40005493164063,99.45755004882813,93.67366790771484
DHS,ARM,Armenia,2016,wealth,quintile 1,99.32612609863281,99.13881683349609,84.63637542724609
DHS,ARM,Armenia,2016,wealth,quintile 2,99.73138427734375,98.76655578613281,92.6385498046875
DHS,ARM,Armenia,2016,wealth,quintile 3,97.95835113525391,99.34800720214844,93.05521392822266
DHS,ARM,Armenia,2016,wealth,quintile 4,100,100,99.8031005859375
DHS,ARM,Armenia,2016,wealth,quintile 5,100,100,97.15358734130859
HES-SIH,AUS,Australia,2010,poorest by sex,poorest female,,96.44431999999999,68.72711
HES-SIH,AUS,Australia,2010,poorest by sex,poorest male,,96.64148999999999,80.13124999999999
HES-SIH,AUS,Australia,2010,sex,female,100,99.53358,88.75344
HES-SIH,AUS,Australia,2010,sex,male,,98.82065,81.46964
HES-SIH,AUS,Australia,2010,total,total,100,99.15376000000001,85.02092
HES-SIH,AUS,Australia,2010,wealth,quintile 1,,96.55947999999999,73.47694
HES-SIH,AUS,Australia,2010,wealth,quintile 2,100,99.25089,77.21775
HES-SIH,AUS,Australia,2010,wealth,quintile 3,100,99.90993999999999,85.95339
HES-SIH,AUS,Australia,2010,wealth,quintile 4,100,99.56283000000001,85.51222
HES-SIH,AUS,Australia,2010,wealth,quintile 5,100,99.30669,91.46864000000001
SIH,AUS,Australia,2014,poorest by sex,poorest female,,95.65127,82.12982
SIH,AUS,Australia,2014,poorest by sex,poorest male,,96.46763,70.49435
SIH,AUS,Australia,2014,sex,female,,97.91946,88.37727
SIH,AUS,Australia,2014,sex,male,,98.13302,84.89122
SIH,AUS,Australia,2014,total,total,,98.0301,86.65207000000001
SIH,AUS,Australia,2014,wealth,quintile 1,,96.09715,76.13364
SIH,AUS,Australia,2014,wealth,quintile 2,,98.19329000000001,82.45932000000001
SIH,AUS,Australia,2014,wealth,quintile 3,100,99.01561,86.03328000000001
SIH,AUS,Australia,2014,wealth,quintile 4,,97.18114,89.27449
SIH,AUS,Australia,2014,wealth,quintile 5,100,99.21723,92.83512
EU-SILC,AUT,Austria,2005,location,intermediate or densely populated area,,97.06972503662109,81.54652404785156
EU-SILC,AUT,Austria,2005,location,thinly populated area,100,99.57568359375,82.67405700683594
EU-SILC,AUT,Austria,2005,sex,female,,98.15523529052734,82.57386779785156
EU-SILC,AUT,Austria,2005,sex,male,,98.31970977783203,81.50847625732422
EU-SILC,AUT,Austria,2005,total,total,,98.239990234375,82.01934814453125
EU-SILC,AUT,Austria,2005,wealth,quintile 2,,95.11109161376953,
EU-SILC,AUT,Austria,2005,wealth,quintile 3,,97.48362731933594,77.71286010742188
EU-SILC,AUT,Austria,2005,wealth,quintile 4,,98.89720916748047,83.83111572265625
EU-SILC,AUT,Austria,2005,wealth,quintile 5,100,100,90.12962341308594
EU-SILC,AUT,Austria,2007,location,intermediate or densely populated area,,97.94078826904297,77.21088409423828
EU-SILC,AUT,Austria,2007,location,thinly populated area,,97.94768524169922,89.41738891601563
EU-SILC,AUT,Austria,2007,sex,female,,97.49510192871094,84.92630767822266
EU-SILC,AUT,Austria,2007,sex,male,,98.32920074462891,79.76650238037109
EU-SILC,AUT,Austria,2007,total,total,,97.943603515625,82.35533905029297
EU-SILC,AUT,Austria,2007,wealth,quintile 2,100,100,71.71749114990234
EU-SILC,AUT,Austria,2007,wealth,quintile 3,,94.76199340820313,81.39126586914063
EU-SILC,AUT,Austria,2007,wealth,quintile 4,100,100,81.45191955566406
EU-SILC,AUT,Austria,2007,wealth,quintile 5,,98.53484344482422,94.37107086181641
EU-SILC,AUT,Austria,2009,location,intermediate or densely populated area,,97.84015655517578,83.31330108642578
EU-SILC,AUT,Austria,2009,location,thinly populated area,,98.99290466308594,93.24547576904297
EU-SILC,AUT,Austria,2009,sex,female,100,99.76295471191406,88.73241424560547
EU-SILC,AUT,Austria,2009,sex,male,,96.88060760498047,85.87917327880859
EU-SILC,AUT,Austria,2009,total,total,,98.34100341796875,87.25832366943359
EU-SILC,AUT,Austria,2009,wealth,quintile 3,,97.51962280273438,79.98817443847656
EU-SILC,AUT,Austria,2009,wealth,quintile 4,,98.72990417480469,87.11721038818359
EU-SILC,AUT,Austria,2009,wealth,quintile 5,100,100,96.40871429443359
EU-SILC,AUT,Austria,2011,location,intermediate or densely populated area,,98.52278900146484,81.88329315185547
EU-SILC,AUT,Austria,2011,location,thinly populated area,100,100,86.75164794921875
EU-SILC,AUT,Austria,2011,sex,female,100,100,85.13556671142578
EU-SILC,AUT,Austria,2011,sex,male,,98.37410736083984,82.10627746582031
EU-SILC,AUT,Austria,2011,total,total,100,99.09172058105469,83.55312347412109
EU-SILC,AUT,Austria,2011,wealth,quintile 3,,97.19644165039063,71.37187194824219
EU-SILC,AUT,Austria,2011,wealth,quintile 4,100,100,85.62350463867188
EU-SILC,AUT,Austria,2011,wealth,quintile 5,100,100,88.70537567138672
EU-SILC,AUT,Austria,2013,location,intermediate or densely populated area,100,99.71617126464844,84.31435394287109
EU-SILC,AUT,Austria,2013,location,thinly populated area,,98.22312927246094,92.78218078613281
EU-SILC,AUT,Austria,2013,sex,female,100,99.70383453369141,90.03115844726563
EU-SILC,AUT,Austria,2013,sex,male,,98.537841796875,87.37751007080078
EU-SILC,AUT,Austria,2013,total,total,100,99.10260009765625,88.48721313476563
EU-SILC,AUT,Austria,2013,wealth,quintile 3,,98.29640197753906,90.4439697265625
EU-SILC,AUT,Austria,2013,wealth,quintile 4,,98.74281311035156,87.63030242919922
EU-SILC,AUT,Austria,2013,wealth,quintile 5,100,100,90.91008758544922
EU-SILC,AUT,Austria,2015,location,intermediate or densely populated area,100,99.76214599609375,83.5791015625
EU-SILC,AUT,Austria,2015,location,thinly populated area,100,100,85.43230438232422
EU-SILC,AUT,Austria,2015,sex,female,100,100,83.45829010009766
EU-SILC,AUT,Austria,2015,sex,male,100,99.7371826171875,84.91089630126953
EU-SILC,AUT,Austria,2015,total,total,100,99.86251831054688,84.28899383544922
EU-SILC,AUT,Austria,2015,wealth,quintile 3,100,100,73.55797576904297
EU-SILC,AUT,Austria,2015,wealth,quintile 4,100,100,82.27976226806641
EU-SILC,AUT,Austria,2015,wealth,quintile 5,100,100,90.65602111816406
EU-SILC,AUT,Austria,2017,location,intermediate or densely populated area,,97.98332977294922,83.04627990722656
EU-SILC,AUT,Austria,2017,location,thinly populated area,,97.43299102783203,93.04354858398438
EU-SILC,AUT,Austria,2017,sex,female,,98.70658874511719,86.36156463623047
EU-SILC,AUT,Austria,2017,sex,male,,96.99571990966797,87.85615539550781
EU-SILC,AUT,Austria,2017,total,total,,97.78175354003906,87.15837097167969
EU-SILC,AUT,Austria,2017,wealth,quintile 2,,,67.71300506591797
EU-SILC,AUT,Austria,2017,wealth,quintile 3,,87.82838439941406,78.37026977539063
EU-SILC,AUT,Austria,2017,wealth,quintile 4,100,100,84.21945953369141
EU-SILC,AUT,Austria,2017,wealth,quintile 5,100,99.71987915039063,93.8623046875
MICS,AZE,Azerbaijan,2000,location,rural,95.75200653076172,83.37989044189453,55.32258224487305
MICS,AZE,Azerbaijan,2000,location,urban,98.23834228515625,91.78433990478516,72.40398406982422
MICS,AZE,Azerbaijan,2000,poorest by sex,poorest female,95,75.53192138671875,48.90510940551758
MICS,AZE,Azerbaijan,2000,poorest by sex,poorest male,93.7799072265625,80.50314331054688,48.79518127441406
MICS,AZE,Azerbaijan,2000,sex,female,96.90830993652344,86.22908782958984,62.12121200561523
MICS,AZE,Azerbaijan,2000,sex,male,97.21603393554688,89.41504669189453,66.66667175292969
MICS,AZE,Azerbaijan,2000,total,total,97.05882263183594,87.75919342041016,64.39909362792969
MICS,AZE,Azerbaijan,2000,wealth,quintile 1,94.37652587890625,77.80979919433594,48.84488677978516
MICS,AZE,Azerbaijan,2000,wealth,quintile 2,96.94835662841797,88.50574493408203,60.13289260864258
MICS,AZE,Azerbaijan,2000,wealth,quintile 3,96.8944091796875,86.7298583984375,63.67924880981445
MICS,AZE,Azerbaijan,2000,wealth,quintile 4,98.64130401611328,91.05960083007813,69.96466827392578
MICS,AZE,Azerbaijan,2000,wealth,quintile 5,99.03536987304688,96.16725158691406,84.82142639160156
DHS,AZE,Azerbaijan,2006,location,rural,96.93472290039063,88.39753723144531,68.61302947998047
DHS,AZE,Azerbaijan,2006,location,urban,98.81858062744141,94.24121856689453,80.50306701660156
DHS,AZE,Azerbaijan,2006,poorest by sex,poorest female,90.61408996582031,83.08259582519531,36.37363052368164
DHS,AZE,Azerbaijan,2006,poorest by sex,poorest male,98.48504638671875,85.74985504150391,70.01552581787109
DHS,AZE,Azerbaijan,2006,sex,female,96.71305084228516,89.71059417724609,71.33771514892578
DHS,AZE,Azerbaijan,2006,sex,male,99.02304077148438,94.51192474365234,78.94862365722656
DHS,AZE,Azerbaijan,2006,total,total,97.94219970703125,91.65568542480469,74.95235443115234
DHS,AZE,Azerbaijan,2006,wealth,quintile 1,94.75801086425781,84.2801513671875,53.89434814453125
DHS,AZE,Azerbaijan,2006,wealth,quintile 2,98.60269165039063,85.8857421875,71.18466186523438
DHS,AZE,Azerbaijan,2006,wealth,quintile 3,97.77046966552734,91.68028259277344,74.59275817871094
DHS,AZE,Azerbaijan,2006,wealth,quintile 4,99.47483062744141,96.94591522216797,81.0517578125
DHS,AZE,Azerbaijan,2006,wealth,quintile 5,99.55459594726563,97.03429412841797,89.58013916015625
MICS,BDI,Burundi,2000,location,rural,11.01928329467773,4.451682567596436,1.560283780097961
MICS,BDI,Burundi,2000,location,urban,37.69230651855469,20.40816307067871,15.38461589813232
MICS,BDI,Burundi,2000,poorest by sex,poorest female,9.523809432983398,0,0
MICS,BDI,Burundi,2000,poorest by sex,poorest male,4.929577350616455,8.163265228271484,1.428571462631226
MICS,BDI,Burundi,2000,sex,female,14.05152225494385,4.626334667205811,2.540415763854981
MICS,BDI,Burundi,2000,sex,male,12.22527503967285,7.658643245697022,3.428571224212647
MICS,BDI,Burundi,2000,total,total,13.21112537384033,5.986260890960693,2.93742036819458
MICS,BDI,Burundi,2000,wealth,quintile 1,7.266435623168945,4.060913562774658,.649350643157959
MICS,BDI,Burundi,2000,wealth,quintile 2,5.474452495574951,3.333333492279053,1.342281937599182
MICS,BDI,Burundi,2000,wealth,quintile 3,7.196969509124756,1.030927777290344,0
MICS,BDI,Burundi,2000,wealth,quintile 4,10.64425754547119,5.025125503540039,2.5
MICS,BDI,Burundi,2000,wealth,quintile 5,29.14572906494141,14.05622482299805,8.457711219787598
MICS,BDI,Burundi,2005,location,rural,11.52694702148438,2.390241146087647,.8175514936447144
MICS,BDI,Burundi,2005,location,urban,42.08160781860352,27.24450302124023,18.30378723144531
MICS,BDI,Burundi,2005,poorest by sex,poorest female,3.476623773574829,0,0
MICS,BDI,Burundi,2005,poorest by sex,poorest male,8.22508716583252,0,0
MICS,BDI,Burundi,2005,sex,female,11.64660930633545,3.32680344581604,1.734835267066956
MICS,BDI,Burundi,2005,sex,male,14.84018135070801,5.587981224060059,2.630167245864868
MICS,BDI,Burundi,2005,total,total,13.17287540435791,4.229236602783203,2.11489748954773
MICS,BDI,Burundi,2005,wealth,quintile 1,5.699767112731934,0,0
MICS,BDI,Burundi,2005,wealth,quintile 2,6.640396118164063,.7472085952758789,0
MICS,BDI,Burundi,2005,wealth,quintile 3,9.29240608215332,2.756088495254517,0
MICS,BDI,Burundi,2005,wealth,quintile 4,13.42045974731445,2.684497356414795,1.49879002571106
MICS,BDI,Burundi,2005,wealth,quintile 5,28.55090522766113,12.89655590057373,8.91224479675293
DHS,BDI,Burundi,2010,location,rural,37.39651489257813,8.478180885314941,2.321255207061768
DHS,BDI,Burundi,2010,location,urban,58.34531021118164,32.72932434082031,22.4578742980957
DHS,BDI,Burundi,2010,poorest by sex,poorest female,21.56039047241211,.4988570809364319,.3343685567378998
DHS,BDI,Burundi,2010,poorest by sex,poorest male,24.23043632507324,7.593402862548828,0
DHS,BDI,Burundi,2010,sex,female,38.41388320922852,8.359753608703613,3.678443908691406
DHS,BDI,Burundi,2010,sex,male,41.44623565673828,16.15929985046387,6.714175701141357
DHS,BDI,Burundi,2010,total,total,39.82950592041016,11.93795299530029,5.062286853790283
DHS,BDI,Burundi,2010,wealth,quintile 1,22.77291488647461,3.422733783721924,.2066139876842499
DHS,BDI,Burundi,2010,wealth,quintile 2,29.93848609924316,3.844014644622803,.5787959694862366
DHS,BDI,Burundi,2010,wealth,quintile 3,38.82928848266602,7.387930870056152,1.16045343875885
DHS,BDI,Burundi,2010,wealth,quintile 4,43.72871780395508,11.82160568237305,3.092165946960449
DHS,BDI,Burundi,2010,wealth,quintile 5,59.02733612060547,27.62134742736816,15.94214725494385
DHS,BDI,Burundi,2016,location,rural,47.40230560302734,19.54136276245117,5.968689441680908
DHS,BDI,Burundi,2016,location,urban,70.32516479492188,42.03754043579102,30.5593318939209
DHS,BDI,Burundi,2016,poorest by sex,poorest female,30.60419273376465,3.076231479644775,0
DHS,BDI,Burundi,2016,poorest by sex,poorest male,21.31130981445313,11.76780509948731,2.30319094657898
DHS,BDI,Burundi,2016,sex,female,54.3652458190918,20.02333450317383,8.37459659576416
DHS,BDI,Burundi,2016,sex,male,45.93485641479492,26.62685775756836,11.90691184997559
DHS,BDI,Burundi,2016,total,total,50.21830368041992,23.04683494567871,9.887897491455078
DHS,BDI,Burundi,2016,wealth,quintile 1,26.0493335723877,6.53369140625,.8663051724433899
DHS,BDI,Burundi,2016,wealth,quintile 2,38.73397827148438,11.47187042236328,2.137391328811646
DHS,BDI,Burundi,2016,wealth,quintile 3,53.67533111572266,20.10107612609863,4.573392391204834
DHS,BDI,Burundi,2016,wealth,quintile 4,57.24839401245117,25.43221664428711,9.342856407165527
DHS,BDI,Burundi,2016,wealth,quintile 5,64.80752563476563,40.60549926757813,25.80492401123047
EU-SILC,BEL,Belgium,2005,location,intermediate or densely populated area,99.60936737060547,72.59269714355469,84.15408325195313
EU-SILC,BEL,Belgium,2005,sex,female,100,74.96235656738281,87.00804138183594
EU-SILC,BEL,Belgium,2005,sex,male,99.31869506835938,68.56310272216797,81.15367889404297
EU-SILC,BEL,Belgium,2005,total,total,99.62881469726563,71.40348815917969,84.14459991455078
EU-SILC,BEL,Belgium,2005,wealth,quintile 2,,59.85996627807617,61.25968551635742
EU-SILC,BEL,Belgium,2005,wealth,quintile 3,100,67.67485046386719,82.31199645996094
EU-SILC,BEL,Belgium,2005,wealth,quintile 4,100,81.90232849121094,90.05162048339844
EU-SILC,BEL,Belgium,2005,wealth,quintile 5,,73.58203125,94.3837890625
EU-SILC,BEL,Belgium,2007,location,intermediate or densely populated area,100,75.40993499755859,82.64588928222656
EU-SILC,BEL,Belgium,2007,sex,female,100,74.53314971923828,87.42828369140625
